Time,Ping (ms),Download (Mbit/s),Upload (Mbit/s)
2019-10-10T03:20:40.651241,22.534,27.96,5.87
2019-10-10T03:40:40.268981,22.67,27.50,5.92
2019-10-10T04:00:39.946290,22.486,27.33,5.94
2019-10-10T04:20:40.105147,22.009,28.92,6.00
2019-10-10T04:40:39.738296,22.364,28.04,5.99
2019-10-10T05:00:40.635976,22.684,27.13,5.95
2019-10-10T05:20:39.622027,22.591,27.23,5.98
2019-10-10T05:40:40.429072,22.717,28.20,6.02
2019-10-10T06:00:40.088549,22.979,27.90,5.94
2019-10-10T06:20:40.362574,22.898,27.10,5.94
2019-10-10T06:40:40.134157,21.715,28.64,5.99
2019-10-10T07:00:42.531835,21.988,28.09,5.94
2019-10-10T07:20:40.535456,22.514,27.93,6.01
2019-10-10T07:40:39.989809,22.38,27.29,5.97
2019-10-10T08:00:39.820004,22.098,27.09,5.92
2019-10-10T08:20:39.908272,22.074,29.35,5.90
2019-10-10T08:40:39.525884,22.234,28.06,6.04
2019-10-10T09:00:40.181738,22.53,26.57,5.98
2019-10-10T09:20:40.010526,22.019,26.43,5.95
2019-10-10T09:40:40.164979,22.055,28.21,5.88
2019-10-10T10:00:39.860669,21.88,28.50,5.91
2019-10-10T10:20:39.667829,22.427,27.39,5.97
2019-10-10T10:40:40.206762,22.109,27.94,5.99
2019-10-10T11:00:40.197720,22.145,27.51,5.92
2019-10-10T11:20:40.489456,21.75,25.96,5.86
2019-10-10T11:40:40.615999,22.29,26.35,5.96
2019-10-10T12:00:40.736392,22.555,28.50,6.03
2019-10-10T12:20:39.899293,23.442,27.86,5.89
2019-10-10T12:40:39.504749,22.144,27.01,5.94
2019-10-10T13:00:40.176479,22.997,27.48,6.02
2019-10-10T13:20:39.915906,22.297,28.30,5.96
2019-10-10T13:40:40.568878,22.269,28.56,5.85
2019-10-10T14:00:40.224210,22.084,27.02,5.84
2019-10-10T14:20:40.131974,22.036,27.42,5.92
2019-10-10T14:40:39.660111,22.198,27.92,5.93
2019-10-10T15:00:40.663846,22.02,28.13,5.96
2019-10-10T15:20:39.614496,22.551,25.49,5.89
2019-10-10T15:40:40.110358,22.642,27.82,5.99
2019-10-10T16:00:40.230765,22.183,27.43,5.84
2019-10-10T16:20:40.220408,21.715,27.13,5.97
2019-10-10T16:40:40.035831,22.011,27.40,5.96
2019-10-10T17:00:39.845893,23.021,27.68,6.01
2019-10-10T17:20:40.643368,22.426,27.86,5.57
2019-10-10T17:40:40.125096,22.143,27.02,6.03
2019-10-10T18:00:39.776021,22.482,28.88,5.95
2019-10-10T18:20:39.643260,22.309,27.91,6.00
2019-10-10T18:40:40.106061,21.883,27.26,5.85
2019-10-10T19:00:39.856182,23.51,27.56,5.96
2019-10-10T19:20:39.848039,23.571,28.44,6.00
2019-10-10T19:40:39.524587,22.844,27.64,6.00
2019-10-10T20:00:39.866454,23.689,28.15,5.95
2019-10-10T20:20:40.357065,22.56,27.03,5.95
2019-10-10T20:40:40.229732,22.177,27.89,5.94
2019-10-10T21:00:40.156811,22.322,26.83,5.80
2019-10-10T21:20:40.055633,22.475,27.89,5.96
2019-10-10T21:40:39.760551,23.667,27.35,5.98
2019-10-10T22:00:39.396230,22.753,27.75,5.87
2019-10-10T22:20:40.427279,22.755,27.13,6.00
2019-10-10T22:40:40.025106,22.07,27.03,5.97
2019-10-10T23:00:39.610676,22.769,28.32,5.94
2019-10-10T23:20:39.551157,22.704,27.42,5.98
2019-10-10T23:40:40.285752,22.046,26.21,5.97
2019-10-11T00:00:39.870489,22.366,27.40,5.88
2019-10-11T00:20:39.999959,22.415,26.91,6.01
2019-10-11T00:40:39.622532,22.063,27.54,5.98
2019-10-11T01:00:40.231719,22.175,28.06,5.82
2019-10-11T01:20:40.219755,22.189,29.00,5.96
2019-10-11T01:40:40.016620,23.282,28.41,5.83
2019-10-11T02:00:39.890200,22.024,27.49,5.93
2019-10-11T02:20:39.631721,21.988,29.22,5.95
2019-10-11T02:40:40.449365,22.361,28.44,5.84
2019-10-11T03:00:40.013827,23.342,27.58,5.92
2019-10-11T03:20:39.977618,22.669,28.24,5.99
2019-10-11T03:40:39.657536,22.42,28.68,5.92
2019-10-11T04:00:40.439717,22.655,28.04,6.02
2019-10-11T04:20:40.461587,22.768,27.44,5.94
2019-10-11T04:40:40.180207,25.07,27.13,5.98
2019-10-11T05:00:40.015454,22.791,27.07,5.78
2019-10-11T05:20:39.973957,22.644,28.51,5.92
2019-10-11T05:40:39.858192,21.942,28.02,5.83
2019-10-11T06:00:39.531053,23.289,28.56,5.88
2019-10-11T06:20:39.452876,22.762,28.03,5.94
2019-10-11T06:40:40.314029,23.122,27.69,5.97
2019-10-11T07:00:42.844101,22.656,27.63,5.99
2019-10-11T07:20:39.909303,22.447,28.38,5.84
2019-10-11T07:40:39.661851,21.836,27.80,5.98
2019-10-11T08:00:40.097432,22.017,27.92,5.96
2019-10-11T08:20:39.883704,22.028,28.00,5.91
2019-10-11T08:40:39.313358,22.63,25.77,5.98
2019-10-11T09:00:39.954381,22.269,28.05,5.90
2019-10-11T09:20:40.073903,22.036,27.58,5.92
2019-10-11T09:40:39.594196,23.133,28.44,6.01
2019-10-11T10:00:40.335029,22.377,27.77,5.88
2019-10-11T10:20:40.317875,23.172,28.54,5.93
2019-10-11T10:40:40.119212,22.381,28.19,6.03
2019-10-11T11:00:39.776386,23.657,27.97,5.98
2019-10-11T11:20:39.530495,22.247,27.62,5.93
2019-10-11T11:40:40.079017,22.273,27.98,5.96
2019-10-11T12:00:39.806247,22.026,26.81,5.97
2019-10-11T12:20:39.485256,22.124,27.26,6.00
2019-10-11T12:40:39.900160,21.965,27.74,5.94
2019-10-11T13:00:39.835074,22.477,28.44,5.85
2019-10-11T13:20:40.144446,22.048,28.17,5.96
2019-10-11T13:40:39.506130,22.163,28.25,5.99
2019-10-11T14:00:40.051837,22.33,27.85,5.98
2019-10-11T14:20:39.949567,22.304,28.42,5.88
2019-10-11T14:40:39.397090,23.306,27.80,5.95
2019-10-11T15:00:40.309921,21.935,27.54,5.87
2019-10-11T15:20:40.236843,22.835,26.81,5.70
2019-10-11T15:40:39.879425,22.391,28.12,5.99
2019-10-11T16:00:39.496144,23.556,28.24,5.91
2019-10-11T16:20:41.075916,22.689,27.12,4.51
2019-10-11T16:40:39.684957,22.305,28.45,5.96
2019-10-11T17:00:40.305618,22.44,28.56,5.96
2019-10-11T17:20:40.473460,22.358,27.77,5.97
2019-10-11T17:40:40.238220,22.174,27.81,5.90
2019-10-11T18:00:39.911223,22.147,27.21,6.00
2019-10-11T18:20:39.922559,22.251,28.10,5.94
2019-10-11T18:40:39.788388,22.855,27.84,5.90
2019-10-11T19:00:39.557914,22.874,27.84,5.85
2019-10-11T19:20:39.484140,22.175,27.82,6.01
2019-10-11T19:40:39.987720,22.46,26.33,6.03
2019-10-11T20:00:44.583395,21.965,20.28,5.90
2019-10-11T20:20:44.546264,22.636,26.53,6.01
2019-10-11T20:40:40.559336,22.563,17.92,5.85
2019-10-11T21:00:41.761569,22.688,15.74,6.00
2019-10-11T21:20:39.674491,22.079,27.54,5.92
2019-10-11T21:40:40.309603,22.193,28.31,5.92
2019-10-11T22:00:40.287031,23.96,28.03,5.89
2019-10-11T22:20:40.577931,22.271,28.20,5.84
2019-10-11T22:40:40.375197,22.126,27.89,6.00
2019-10-11T23:00:39.979715,22.526,27.44,5.94
2019-10-11T23:20:40.065521,22.157,22.98,5.93
2019-10-11T23:40:39.698835,22.576,24.67,5.91
2019-10-12T00:00:40.509116,22.493,27.19,5.95
2019-10-12T00:20:39.314080,22.618,27.55,5.91
2019-10-12T00:40:40.420990,22.015,23.10,5.86
2019-10-12T01:00:40.587162,23.613,27.18,5.83
2019-10-12T01:20:39.800094,22.871,27.69,5.81
2019-10-12T01:40:39.941035,23.133,26.56,5.88
2019-10-12T02:00:40.115625,22.451,27.10,5.80
2019-10-12T02:20:40.102918,22.646,27.68,5.76
2019-10-12T02:40:39.881077,22.154,27.57,4.97
2019-10-12T03:00:39.465849,22.741,27.34,5.95
2019-10-12T03:20:40.411245,22.28,26.69,5.93
2019-10-12T03:40:40.320757,23.006,26.57,5.95
2019-10-12T04:00:40.500878,22.158,28.07,5.94
2019-10-12T04:20:39.440967,23.992,28.28,5.99
2019-10-12T04:40:40.245725,22.564,27.72,5.91
2019-10-12T05:00:39.959122,22.474,28.53,5.95
2019-10-12T05:20:40.157846,23.263,28.04,5.95
2019-10-12T05:40:39.802638,22.34,28.35,5.99
2019-10-12T06:00:39.477717,22.885,28.53,5.86
2019-10-12T06:20:39.128875,22.481,28.15,6.04
2019-10-12T06:40:40.110494,22.5,26.65,6.00
2019-10-12T07:00:42.607008,22.808,27.94,5.96
2019-10-12T07:20:40.190802,22.405,28.15,6.00
2019-10-12T07:40:39.791959,23.328,27.49,5.92
2019-10-12T08:00:39.432730,22.607,26.78,5.92
2019-10-12T08:20:40.292314,21.971,27.81,5.90
2019-10-12T08:40:40.304709,23.07,28.44,5.95
2019-10-12T09:00:40.142575,22.301,26.78,5.88
2019-10-12T09:20:40.162434,21.835,27.46,5.95
2019-10-12T09:40:40.025535,22.058,27.67,5.87
2019-10-12T10:00:39.746730,21.95,27.91,5.99
2019-10-12T10:20:39.768994,22.079,27.54,5.99
2019-10-12T10:40:40.704427,21.877,28.29,5.97
2019-10-12T11:00:40.391013,22.103,28.39,6.03
2019-10-12T11:20:40.506490,22.161,28.08,5.99
2019-10-12T11:40:39.955604,21.967,27.65,5.86
2019-10-12T12:00:39.727288,22.264,27.59,6.01
2019-10-12T12:20:39.526185,23.728,28.30,5.99
2019-10-12T12:40:40.201052,22.606,29.20,5.99
2019-10-12T13:00:39.794605,22.125,27.82,6.01
2019-10-12T13:20:39.662589,21.837,28.18,5.93
2019-10-12T13:40:39.970011,22.142,28.07,6.02
2019-10-12T14:00:40.096833,22.223,27.12,5.91
2019-10-12T14:20:40.544699,22.401,28.70,5.92
2019-10-12T14:40:40.355159,22.251,29.10,6.00
2019-10-12T15:00:40.120744,21.99,28.27,5.95
2019-10-12T15:20:39.882025,22.306,28.53,6.00
2019-10-12T15:40:39.402709,22.551,28.31,5.98
2019-10-12T16:00:39.877698,22.213,27.54,5.94
2019-10-12T16:20:40.129941,22.396,27.97,5.93
2019-10-12T16:40:39.826238,22.779,27.99,5.92
2019-10-12T17:00:39.243088,22.799,27.90,5.93
2019-10-12T17:20:40.179754,22.101,27.28,5.95
2019-10-12T17:40:39.796819,22.134,27.09,6.01
2019-10-12T18:00:39.325146,23.619,27.51,6.04
2019-10-12T18:20:40.108377,22.43,25.71,6.01
2019-10-12T18:40:40.070004,22.408,26.18,5.87
2019-10-12T19:00:39.938970,23.679,27.54,6.02
2019-10-12T19:20:39.957318,22.364,26.54,5.91
2019-10-12T19:40:39.637791,22.722,27.99,5.85
2019-10-12T20:00:40.192576,22.656,28.82,6.00
2019-10-12T20:20:40.115190,22.264,23.11,6.00
2019-10-12T20:40:40.170138,22.148,25.30,5.92
2019-10-12T21:00:40.134668,22.578,25.39,5.99
2019-10-12T21:20:40.056508,21.911,24.13,5.99
2019-10-12T21:40:40.786651,22.388,18.08,5.40
2019-10-12T22:00:44.003045,22.462,14.05,5.98
2019-10-12T22:20:40.896902,22.236,23.05,5.52
2019-10-12T22:40:39.622258,22.463,28.05,6.01
2019-10-12T23:00:40.215610,23.024,27.93,6.05
2019-10-12T23:20:40.254273,22.658,28.14,5.91
2019-10-12T23:40:40.333908,22.432,26.68,5.94
2019-10-13T00:00:39.963884,22.46,27.94,5.96
2019-10-13T00:20:39.995906,22.604,27.99,5.86
2019-10-13T00:40:39.657589,22.288,27.31,5.99
2019-10-13T01:00:40.341942,23.257,28.11,6.04
2019-10-13T01:20:40.143070,23.019,28.39,6.03
2019-10-13T01:40:40.061990,22.302,27.57,5.83
2019-10-13T02:00:39.503900,22.516,27.95,6.02
2019-10-13T02:20:39.374528,22.49,27.95,6.02
2019-10-13T02:40:40.376003,22.691,27.55,5.83
2019-10-13T03:00:40.286095,22.643,27.33,5.84
2019-10-13T03:20:40.295177,21.795,28.51,5.99
2019-10-13T03:40:40.074433,22.086,27.17,5.86
2019-10-13T04:00:39.576721,22.863,27.97,6.02
2019-10-13T04:20:39.486269,23.613,27.83,6.05
2019-10-13T04:40:40.038039,22.965,26.66,6.01
2019-10-13T05:00:40.017184,22.441,27.26,5.84
2019-10-13T05:20:39.672952,22.201,28.78,6.02
2019-10-13T05:40:40.498760,22.321,27.65,5.85
2019-10-13T06:00:40.321386,22.992,27.78,5.84
2019-10-13T06:20:40.210484,21.633,27.89,5.99
2019-10-13T06:40:40.265085,22.483,28.94,5.91
2019-10-13T07:00:43.253327,22.703,27.23,5.96
2019-10-13T07:20:39.309391,22.93,27.99,6.00
2019-10-13T07:40:39.672709,22.344,26.63,6.01
2019-10-13T08:00:40.391547,22.198,27.83,5.99
2019-10-13T08:20:40.557448,22.751,28.83,5.87
2019-10-13T08:40:40.427144,22.229,27.97,5.86
2019-10-13T09:00:40.216024,22.476,27.83,5.89
2019-10-13T09:20:40.070286,21.815,26.61,6.03
2019-10-13T09:40:40.113543,21.953,27.35,5.93
2019-10-13T10:00:39.999545,22.646,26.98,5.83
2019-10-13T10:20:39.706191,21.793,28.04,5.99
2019-10-13T10:40:40.723099,22.217,26.87,5.94
2019-10-13T11:00:40.418305,22.083,28.15,5.98
2019-10-13T11:20:40.265196,22.253,28.40,6.03
2019-10-13T11:40:40.030099,22.058,28.73,5.97
2019-10-13T12:00:39.845833,22.247,27.14,5.99
2019-10-13T12:20:39.943928,22.732,28.71,5.86
2019-10-13T12:40:39.526996,22.599,27.50,5.98
2019-10-13T13:00:39.886174,21.713,27.57,6.03
2019-10-13T13:20:39.727703,21.962,27.41,5.99
2019-10-13T13:40:40.223534,22.24,28.05,5.77
2019-10-13T14:00:40.244160,22.039,27.66,5.95
2019-10-13T14:20:39.956107,21.662,27.68,6.01
2019-10-13T14:40:39.495013,22.796,28.50,6.02
2019-10-13T15:00:40.140644,22.13,28.03,5.98
2019-10-13T15:20:39.964762,22.244,27.88,5.99
2019-10-13T15:40:39.623067,22.615,27.47,5.98
2019-10-13T16:00:40.107311,22.013,28.21,5.98
2019-10-13T16:20:40.521680,23.692,27.39,5.74
2019-10-13T16:40:40.061722,23.107,27.31,5.98
2019-10-13T17:00:39.854729,22.175,28.48,5.98
2019-10-13T17:20:39.707119,23.459,27.04,5.87
2019-10-13T17:40:40.564388,22.087,27.69,6.01
2019-10-13T18:00:40.808497,22.142,27.26,5.94
2019-10-13T18:20:39.593294,22.417,27.67,6.01
2019-10-13T18:40:40.149906,22.499,27.63,5.99
2019-10-13T19:00:39.902766,23.299,27.35,5.94
2019-10-13T19:20:39.702698,22.744,28.21,5.98
2019-10-13T19:40:40.447092,22.843,27.86,5.82
2019-10-13T20:00:40.022331,22.006,28.23,5.90
2019-10-13T20:20:41.341788,22.884,17.29,5.30
2019-10-13T20:40:50.139600,22.04,10.69,5.75
2019-10-13T21:00:39.900892,21.578,26.15,5.90
2019-10-13T21:20:39.882390,22.241,27.65,5.88
2019-10-13T21:40:39.301207,22.434,23.29,5.92
2019-10-13T22:00:40.056126,22.531,28.15,5.75
2019-10-13T22:20:39.909330,22.852,25.24,6.00
2019-10-13T22:40:39.800890,23.254,26.17,5.97
2019-10-13T23:00:39.624013,22.053,26.72,5.98
2019-10-13T23:20:39.330653,22.732,27.93,5.99
2019-10-13T23:40:39.887800,22.09,24.09,5.95
2019-10-14T00:00:39.472680,22.917,27.51,6.02
2019-10-14T00:20:42.569736,22.121,16.27,5.88
2019-10-14T00:40:40.161364,21.997,26.85,6.00
2019-10-14T01:00:40.093229,23.024,26.49,5.87
2019-10-14T01:20:40.350566,22.462,27.90,5.97
2019-10-14T01:40:39.859485,22.231,27.66,6.02
2019-10-14T02:00:39.541155,23.596,28.42,5.87
2019-10-14T02:20:39.518961,23.421,27.53,5.88
2019-10-14T02:40:40.313667,22.402,28.58,5.91
2019-10-14T03:00:39.953526,24.791,27.96,6.01
2019-10-14T03:20:39.884233,23.066,27.52,5.87
2019-10-14T03:40:39.667167,23.982,27.41,5.86
2019-10-14T04:00:40.491945,22.785,27.47,5.98
2019-10-14T04:20:39.456357,24.005,28.59,5.99
2019-10-14T04:40:40.061916,22.462,27.54,5.96
2019-10-14T05:00:39.463260,22.774,26.76,5.84
2019-10-14T05:20:40.252588,22.827,27.25,5.98
2019-10-14T05:40:39.938474,22.291,28.65,5.87
2019-10-14T06:00:39.359299,22.845,28.25,5.91
2019-10-14T06:20:40.183224,21.963,27.43,5.96
2019-10-14T06:40:39.986616,22.421,27.33,5.97
2019-10-14T07:00:42.882159,22.263,28.26,5.87
2019-10-14T07:20:40.020170,21.919,28.04,5.99
2019-10-14T07:40:39.739176,22.079,27.55,5.93
2019-10-14T08:00:40.498906,21.984,27.53,5.76
2019-10-14T08:20:39.539855,22.626,27.17,6.01
2019-10-14T08:40:40.353369,21.718,26.77,5.97
2019-10-14T09:00:40.338547,21.72,27.06,5.74
2019-10-14T09:20:40.266224,21.737,27.80,5.94
2019-10-14T09:40:40.061861,21.921,26.87,5.95
2019-10-14T10:00:39.863342,22.231,27.51,6.00
2019-10-14T10:20:39.658224,23.34,27.85,5.94
2019-10-14T10:40:40.445727,22.082,26.82,5.94
2019-10-14T11:00:39.948259,23.516,27.40,5.91
2019-10-14T11:20:40.093292,21.755,27.84,5.93
2019-10-14T11:40:39.534836,22.431,26.46,5.98
2019-10-14T12:00:39.809549,22.449,27.24,6.02
2019-10-14T12:20:39.989428,22.095,27.58,6.01
2019-10-14T12:40:39.723205,22.858,28.06,5.88
2019-10-14T13:00:40.351479,21.959,27.06,5.98
2019-10-14T13:20:40.349422,22.136,26.79,6.00
2019-10-14T13:40:39.869500,23.324,28.23,6.04
2019-10-14T14:00:39.703440,22.895,27.91,5.97
2019-10-14T14:20:39.634888,22.14,26.26,6.01
2019-10-14T14:40:40.426341,22.66,28.72,5.95
2019-10-14T15:00:40.338134,21.774,27.85,5.85
2019-10-14T15:20:40.408181,22.814,27.89,5.94
2019-10-14T15:40:40.272456,22.504,28.40,5.86
2019-10-14T16:00:40.160120,22.31,27.35,5.97
2019-10-14T16:20:39.935075,22.332,28.43,5.93
2019-10-14T16:40:39.513609,22.803,27.74,6.00
2019-10-14T17:00:40.035444,22.107,27.10,5.99
2019-10-14T17:20:39.879561,22.639,27.15,5.97
2019-10-14T17:40:39.838301,22.757,27.69,5.95
2019-10-14T18:00:39.585564,22.576,27.09,5.92
2019-10-14T18:20:39.653412,23.333,28.92,5.87
2019-10-14T18:40:40.175176,22.488,27.90,6.02
2019-10-14T19:00:39.661855,22.213,28.16,5.96
2019-10-14T19:20:39.664762,22.81,28.35,5.88
2019-10-14T19:40:40.359263,22.562,28.30,6.01
2019-10-14T20:00:39.833967,21.992,27.61,6.00
2019-10-14T20:20:39.601760,22.688,28.25,6.03
2019-10-14T20:40:40.473558,22.253,27.03,5.99
2019-10-14T21:00:40.317378,23.216,26.86,5.99
2019-10-14T21:20:40.264545,22.057,27.47,5.88
2019-10-14T21:40:39.852536,22.06,27.77,5.92
2019-10-14T22:00:39.493779,22.6,27.61,5.97
2019-10-14T22:20:39.549644,22.624,26.52,5.92
2019-10-14T22:40:40.234792,21.989,27.45,5.94
2019-10-14T23:00:40.381995,22.214,26.16,5.84
2019-10-14T23:20:40.681373,22.404,27.39,5.85
2019-10-14T23:40:40.384358,22.271,29.24,5.87
2019-10-15T00:00:40.025480,22.312,26.75,6.00
2019-10-15T00:20:40.165245,22.908,28.12,4.94
2019-10-15T00:40:40.310943,23.66,28.87,5.18
2019-10-15T01:00:43.099563,23.438,28.22,3.86
2019-10-15T01:20:40.212225,23.382,28.37,4.93
2019-10-15T01:40:40.090945,22.907,29.17,5.91
2019-10-15T02:00:40.016306,22.734,27.82,5.82
2019-10-15T02:20:40.028358,24.166,28.82,5.96
2019-10-15T02:40:39.742170,22.817,28.24,5.97
2019-10-15T03:00:40.527016,23.357,27.17,5.92
2019-10-15T03:20:39.627362,22.993,27.83,5.92
2019-10-15T03:40:40.299443,23.419,28.65,5.90
2019-10-15T04:00:39.837618,24.386,27.41,6.03
2019-10-15T04:20:40.135409,22.628,27.93,5.86
2019-10-15T04:40:39.624793,23.701,28.27,6.02
2019-10-15T05:00:40.327386,22.188,28.13,5.93
2019-10-15T05:20:40.580910,23.636,27.64,5.86
2019-10-15T05:40:40.452679,23.448,28.19,5.18
2019-10-15T06:00:40.073013,23.358,27.96,6.02
2019-10-15T06:20:40.019879,22.523,28.56,5.99
2019-10-15T06:40:40.002044,22.323,26.81,5.99
2019-10-15T07:00:42.817831,21.889,27.39,5.98
2019-10-15T07:20:39.465440,22.549,28.68,5.97
2019-10-15T07:40:40.331584,22.448,27.14,5.91
2019-10-15T08:00:39.909196,22.63,28.46,5.89
2019-10-15T08:20:39.634246,22.51,27.49,5.99
2019-10-15T08:40:39.971102,21.861,27.30,5.97
2019-10-15T09:00:39.862811,22.293,27.20,5.89
2019-10-15T09:20:39.657796,22.276,27.73,5.99
2019-10-15T09:40:40.403299,22.064,28.37,6.02
2019-10-15T10:00:40.177405,22.551,26.94,5.92
2019-10-15T10:20:40.756008,22.287,27.59,5.85
2019-10-15T10:40:40.807891,21.725,27.71,5.91
2019-10-15T11:00:40.038774,22.169,27.19,5.67
2019-10-15T11:20:40.619558,22.504,25.02,5.91
2019-10-15T11:40:40.065058,22.622,27.73,6.03
2019-10-15T12:00:39.488395,22.499,27.94,5.99
2019-10-15T12:20:39.979966,22.588,28.46,5.96
2019-10-15T12:40:39.564823,22.432,27.02,5.98
2019-10-15T13:00:40.203907,21.941,28.15,5.94
2019-10-15T13:20:40.205493,23.04,27.49,5.97
2019-10-15T13:40:39.471957,22.378,27.57,5.94
2019-10-15T14:00:40.062112,22.505,26.89,6.00
2019-10-15T14:20:40.084600,22.249,28.50,5.99
2019-10-15T14:40:39.554632,22.912,28.12,5.97
2019-10-15T15:00:40.417136,23.494,28.53,6.01
2019-10-15T15:20:40.366602,21.736,27.60,5.89
2019-10-15T15:40:40.112811,22.912,29.22,5.91
2019-10-15T16:00:40.078499,22.792,27.54,5.96
2019-10-15T16:20:40.229100,22.102,27.79,5.94
2019-10-15T16:40:39.951097,22.29,27.54,5.98
2019-10-15T17:00:39.698162,23.206,28.26,5.96
2019-10-15T17:20:39.914412,22.371,27.50,5.70
2019-10-15T17:40:40.039775,22.249,26.75,5.93
2019-10-15T18:00:40.053232,23.067,27.71,5.80
2019-10-15T18:20:39.870011,21.752,27.29,5.94
2019-10-15T18:40:39.386442,22.112,28.17,5.98
2019-10-15T19:00:40.075044,22.241,27.62,5.98
2019-10-15T19:20:39.979561,22.433,28.03,5.86
2019-10-15T19:40:39.522856,22.519,28.89,6.06
2019-10-15T20:00:40.460709,22.175,27.12,5.99
2019-10-15T20:20:40.428969,23.524,27.85,5.98
2019-10-15T20:40:39.981467,22.04,26.21,5.89
2019-10-15T21:00:39.854076,22.648,27.58,5.93
2019-10-15T21:20:39.891707,22.827,26.89,6.02
2019-10-15T21:40:39.528523,22.775,28.44,5.86
2019-10-15T22:00:39.776232,22.517,28.36,5.96
2019-10-15T22:20:39.852921,21.943,28.34,5.87
2019-10-15T22:40:39.241800,22.531,27.51,5.98
2019-10-15T23:00:40.051682,22.563,27.88,5.95
2019-10-15T23:20:40.165623,22.479,20.59,5.94
2019-10-15T23:40:40.072553,22.225,28.51,5.99
2019-10-16T00:00:39.890945,21.863,27.51,5.95
2019-10-16T00:20:40.023218,22.16,26.59,5.93
2019-10-16T00:40:39.695000,23.16,26.91,5.92
2019-10-16T01:00:40.280783,22.37,26.86,5.89
2019-10-16T01:20:40.794219,23.923,28.59,5.95
2019-10-16T01:40:39.900316,22.4,26.79,6.01
2019-10-16T02:00:39.258435,22.417,27.59,5.97
2019-10-16T02:20:40.081409,22.797,26.52,5.97
2019-10-16T02:40:39.880496,22.765,27.94,5.92
2019-10-16T03:00:39.548279,22.559,27.12,5.91
2019-10-16T03:20:39.696201,22.577,28.41,5.89
2019-10-16T03:40:40.582638,23.257,28.46,5.89
2019-10-16T04:00:48.395400,23.309,27.28,5.85
2019-10-16T04:20:40.473331,23.733,28.70,5.86
2019-10-16T04:40:40.214227,22.842,27.22,5.99
2019-10-16T05:00:40.062928,22.713,27.76,5.83
2019-10-16T05:20:40.221929,22.522,27.58,5.94
2019-10-16T05:40:39.976323,22.682,27.75,5.92
2019-10-16T06:00:39.615134,22.514,27.54,5.92
2019-10-16T06:20:39.932400,22.634,27.40,5.81
2019-10-16T06:40:39.382342,22.823,27.22,5.93
2019-10-16T07:00:43.100805,21.941,27.34,5.82
2019-10-16T07:20:39.246352,22.524,27.75,6.04
2019-10-16T07:40:39.651677,23.109,26.59,5.97
2019-10-16T08:00:40.303859,22.736,27.70,5.97
2019-10-16T08:20:40.419965,22.666,27.93,5.92
2019-10-16T08:40:40.171248,22.111,27.36,6.00
2019-10-16T09:00:39.782009,21.726,27.71,5.97
2019-10-16T09:20:40.020646,22.184,27.43,5.84
2019-10-16T09:40:39.751331,22.206,27.49,5.99
2019-10-16T10:00:40.384920,22.704,28.51,6.04
2019-10-16T10:20:40.562191,22.336,28.56,6.01
2019-10-16T10:40:40.052196,21.962,28.27,5.99
2019-10-16T11:00:39.662399,22.282,27.61,6.00
2019-10-16T11:20:39.801479,22.042,27.16,5.91
2019-10-16T11:40:39.569459,22.464,27.69,6.00
2019-10-16T12:00:40.222954,22.865,28.01,5.89
2019-10-16T12:20:40.134949,22.079,27.78,6.00
2019-10-16T12:40:39.772176,22.644,27.59,5.96
2019-10-16T13:00:41.650977,22.027,27.84,5.39
2019-10-16T13:20:39.638260,22.467,27.35,5.95
2019-10-16T13:40:39.963612,22.18,27.71,5.91
2019-10-16T14:00:39.757218,22.62,27.82,5.85
2019-10-16T14:20:43.465960,22.5,18.37,5.97
2019-10-16T14:40:39.892281,22.705,28.20,5.99
2019-10-16T15:00:39.834693,23.063,28.46,5.95
2019-10-16T15:20:40.187930,22.758,29.48,5.93
2019-10-16T15:40:39.820658,22.953,27.33,6.02
2019-10-16T16:00:39.790315,22.519,27.74,5.97
2019-10-16T16:20:39.833512,22.301,27.77,5.74
2019-10-16T16:40:39.632441,22.775,27.56,5.75
2019-10-16T17:00:40.526584,22.601,28.87,5.98
2019-10-16T17:20:39.477049,22.62,27.94,5.96
2019-10-16T17:40:40.109929,22.505,28.08,5.87
2019-10-16T18:00:39.903861,22.142,27.09,6.02
2019-10-16T18:20:39.662336,23.269,28.28,5.99
2019-10-16T18:40:40.230982,21.933,27.77,6.02
2019-10-16T19:00:40.179267,22.241,26.93,6.00
2019-10-16T19:20:40.374855,23.222,27.05,5.87
2019-10-16T19:40:40.107341,23.771,28.37,5.87
2019-10-16T20:00:40.104416,22.469,28.04,5.82
2019-10-16T20:20:40.162434,21.819,27.42,6.02
2019-10-16T20:40:40.151272,21.565,27.08,5.98
2019-10-16T21:00:40.222305,22.094,28.02,5.87
2019-10-16T21:20:40.185940,22.389,27.13,5.97
2019-10-16T21:40:39.937307,22.005,28.12,6.06
2019-10-16T22:00:39.746492,23.584,28.02,5.96
2019-10-16T22:20:39.572107,22.783,27.36,5.92
2019-10-16T22:40:40.195690,22.49,27.43,6.00
2019-10-16T23:00:40.358305,22.137,28.02,6.00
2019-10-16T23:20:40.334798,23.059,28.49,5.97
2019-10-16T23:40:39.993775,22.377,27.36,5.95
2019-10-17T00:00:39.563908,22.794,27.18,5.97
2019-10-17T00:20:39.804428,22.711,28.25,5.88
2019-10-17T00:40:39.389302,22.303,29.23,5.99
2019-10-17T01:00:40.026494,22.103,27.66,6.02
